Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"27/07/2015","3 URRIN VIEW TCE, ENNISCORTHY, WEXFORD","","Wexford","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","30 ACHA BHILE, LAHINCH RD, LOUGHVILLE","","Clare","€37,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","33 ARD NA GREINE, THE BALLAGH, ENNISCORTHY","","Wexford","€58,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","33 College Woods, Balla","","Mayo","€80,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"27/07/2015","34 PIERVIEW, WICKLOW, WICKLOW","","Wicklow","€158,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","35 DRUIDS AVE, DRUIDS GLEN RESORT, NEWTOWNMOUNTKENNEDY","","Wicklow","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","36 ARDBEG DR, ARTANE, DUBLIN 5","Dublin 5","Dublin","€305,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","36 CASTLEMANOR BALLYMAKENNY RD, DROGHEDA, LOUTH","","Louth","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","36 DUN NA HINSE, CLAUREEN, ENNIS","","Clare","€34,200.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","36 MOSS LANE, RIVERWAY, SOUTH DOUGLAS RD","","Cork","€283,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","37 PIERCE COURT, PAUL QUAY, WEXFORD","","Wexford","€59,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","38 GRIFFEEN GLEN ROAD, LUCAN","","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","39 RIVER VIEW, DUN BRINN, ATHY","","Kildare","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","4 Ard na Gaoithe, Carnamuggagh, Letterkenny","","Donegal","€42,500.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"27/07/2015","4 AUGHANTEEROE, GORT RD, ENNIS","","Clare","€70,100.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","4 BAY VIEW COTTAGES, CARRICK CARRIGART, LETTERKENNY","","Donegal","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","4 CLUAIN MUILLEAN, TYONE, NENAGH","","Tipperary","€62,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","4 Crenigans Banog, Milltown Road, Ashbourne","","Meath","€416,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"27/07/2015","4 HILL TERRACE, BANDON, CO. CORK","","Cork","€75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","4 KINSELLA MEADOWS, ROSSLARE STRAND, CO WEXFORD","","Wexford","€163,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","4 NEW MARKET ST, CAHERCIVEEN, KERRY","","Kerry","€11,400.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","4 RAMPART MANOR, THE RAMPARTS, KINSALE","","Cork","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","4 RATHWILLADOON, TUBBER, GALWAY","","Galway","€151,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","40 ALDERWOOD AVENUE, SPRINGFIELD, TALLAGHT","Dublin 24","Dublin","€184,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","40 SHANAKILL, MONAVALLEY, TRALEE","","Kerry","€36,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","41 CASER AVE, TRALEE, KERRY","","Kerry","€77,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","42 DUN NA HINSE, CLAUREEN, ENNIS","","Clare","€34,200.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","43 ORANGROVE, ORANHILL, GALWAY","","Galway","€85,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","47 ARDLEA RD, ARTANE, DUBLIN 5","Dublin 5","Dublin","€312,600.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","48 CAISLEAN THORLAIGH, DOUGHISKA, GALWAY","","Galway","€62,700.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","48 CRAWFORD AVE, DRUMCONDRA, DUBLIN 9","Dublin 9","Dublin","€481,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","49 CAISLEAN THORLAIGH, DOUGHISKA, GALWAY","","Galway","€54,100.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","5 PEBBLE WALK, PEBBLE BEACH, WATERFORD","","Waterford","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","50 CAISLEAN THORLAIGH, DOUGHISKA, GALWAY","","Galway","€62,700.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","50 HORIZON BUILDING, MEGELLAN CRESCENT, ROYAL CANAL PARK DUBLIN 15","Dublin 15","Dublin","€193,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","51 CAISLEAN THORLAIGH, DOUGHISKA, GALWAY","","Galway","€54,100.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","51 RIVERBANK HALL, ADDISON AVE, GLASNEVIN DUBLIN 11","Dublin 11","Dublin","€282,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","51 ST PATRICKS PLACE, FETHARD, TIPPERARY","","Tipperary","€60,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","52 CAISLEAN THORLAIGH, DOUGHISKA, GALWAY","","Galway","€62,700.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","53 CAISLEAN THORLAIGH, DOUGHISKA, GALWAY","","Galway","€54,100.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","53 CRONAN LAWN, SHANNON, CLARE","","Clare","€62,704.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","54 CAISLEAN THORLAIGH, DOUGHISKA, GALWAY","","Galway","€62,700.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","54 WOODLANDS, DUNLEER, LOUTH","","Louth","€128,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","55 CAISLEAN THORLAIGH, DOUGHISKA, GALWAY","","Galway","€54,100.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","56 CAISLEAN THORLAIGH, DOUGHISKA, GALWAY","","Galway","€62,700.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","57 CAISLEAN THORLAIGH, DOUGHISKA, GALWAY","","Galway","€54,100.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","58 CAISLEAN THORLAIGH, DOUGHISKA, GALWAY","","Galway","€62,700.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","59 CAISLEAN THORLAIGH, DOUGHISKA, GALWAY","","Galway","€54,100.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","6 Park Row, Clongriffin","Dublin 13","Dublin","€241,395.50","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"27/07/2015","6 The Grove, Bruff","","Limerick","€123,348.02","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"27/07/2015","60B SMITHFIELD SQ, SMITHFIELD, DUBLIN 7","Dublin 7","Dublin","€156,700.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","64 WOODLANDS, KILRUSH RD, ENNIS","","Clare","€161,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","64D CARRIG RUA, NENAGH, CARRIG RUA","","Tipperary","€33,900.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","68 CLUAIN DARA, CLONARD, WEXFORD","","Wexford","€123,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","69 CREGAUN, TOBERTAOSCAIN, ENNIS","","Clare","€74,100.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","7 AN PAIRC, BRUACH NA HABHAINN, ENNIS","","Clare","€31,300.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","7 King Street, Park Edge, Clongriffin","Dublin 13","Dublin","€251,101.32","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"27/07/2015","7 MEADOWFIELD, SANDYFORD, DUBLIN 18","Dublin 18","Dublin","€609,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","7 NEW HOUSES, PARKMORE, BALTINGLASS","","Wicklow","€78,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","7 OAK DRIVE, SWINFORD, CO. MAYO","","Mayo","€95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","70 DAMES FORT COURT, LOUGHREA, GALWAY","","Galway","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","70 Friars Walk, Cork","","Cork","€157,268.72","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"27/07/2015","72 DUN NA HINSE, CLAUREEN, ENNIS","","Clare","€39,900.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","74 MORELL DR NAAS, KILDARE","","Kildare","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","76 FEARANN RI, DOUGHISKA, GALWAY","","Galway","€56,400.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","77 FEARANN RI, DOUGHISKA, GALWAY","","Galway","€62,700.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","78 FEARANN RI, DOUGHISKA, GALWAY","","Galway","€56,400.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","79 FEARANN RI, DOUGHISKA, GALWAY","","Galway","€62,700.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","8 Limekiln Road, Terenure, Dublin 12","Dublin 12","Dublin","€385,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","80 FEARANN RI, DOUGHISKA, GALWAY","","Galway","€56,400.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","81 DUN NA HINSE, CLAUREEN, ENNIS","","Clare","€34,200.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","81 FEARANN RI, DOUGHISKA, GALWAY","","Galway","€62,700.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","82 FEARANN RI, DOUGHISKA, GALWAY","","Galway","€56,400.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","83 FEARANN RI, DOUGHISKA, GALWAY","","Galway","€62,700.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","84 FEARANN RI, DOUGHISKA, GALWAY","","Galway","€56,400.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","85 FEARANN RI, DOUGHISKA, GALWAY","","Galway","€62,700.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","86 FEARANN RI, DOUGHISKA, GALWAY","","Galway","€56,400.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","86 ROSEHILL NEWPORT, TIPPERARY","","Tipperary","€94,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","87 FEARANN RI, DOUGHISKA, GALWAY","","Galway","€62,700.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","87 GLEANN NA RI, DRUID VALLEY, CABINTEELY","Dublin 18","Dublin","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","87 Kilbrody, Mount Oval Village, Rochestown","","Cork","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","93 NEWBURY AVE, CLONSHAUGH, DUBLIN 17","Dublin 17","Dublin","€179,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","97 BOHEROAN, NEWMARKET ON FERGUS, CLARE","","Clare","€76,900.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","APARTMENT 3, 4 HEREBERTON STREET, RIALTO","Dublin 8","Dublin","€140,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"27/07/2015","APT 1, GRIFFIN HOUSE, 53 PARNELL ST","","Clare","€20,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","APT 2, GRIFFIN HOUSE, 53 PARNELL ST","","Clare","€20,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","APT 33A, DOUGHISKA RD, GALWAY","","Galway","€13,300.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","APT 33B DOUGHISKA, DOUGHISKA, GALWAY","","Galway","€13,300.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","APT 33C DOUGHISKA, DOUGHISKA, GALWAY","","Galway","€13,300.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","APT 8 THE BOOKEND, LOWER EXCHANGE STREET, ESSEX QUAY","","Dublin","€365,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","APT 8 THE BOOKEND, LOWER EXCHANGE STREET, ESSEX QUAY","","Dublin","€365,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","APT.5 - AN DOIRIN, GREEN ST, DINGLE","","Kerry","€106,300.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","ARD NA GLAISE, STILLORGAN PARK, BLACKROCK","","Dublin","€3,600,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","BALLYANIHAN, KILDORRERY, CORK","","Cork","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","BALLYKERRIGAN, CLOGHAN, LIFFORD","","Donegal","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","BALLYKILCLINE, KILGLASS, ROSCOMMON","","Roscommon","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","BANK HOUSE, WOLFE TONE SQUARE, BANTRY","","Cork","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","BARRADERRY, CARRAROE, GALWAY","","Galway","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","BELPATRICK, SMARMORE, ARDEE","","Louth","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","BUNOWEN, LOUISBURGH, MAYO","","Mayo","€187,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","C12, Spanish Cove, Kilkee","","Clare","€89,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","CLONONEEN HOUSE, BORRIS IN OSSORY, PORTLAOISE","","Laois","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","CLONSAST, KILCOCK, KILDARE","","Kildare","€450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","CLOONBONIAGH SOUTH, MOHILL, LEITRIM","","Leitrim","€97,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","DOON RD, CAPPAMORE, GALWAY","","Galway","€74,100.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","DOORTY, FOUR MILE HOUSE, ROSCOMMON","","Roscommon","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","DROMLOUGHT LISSELTON, LISSELTON, KERRY","","Kerry","€135,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","DUNGANNY, TRIM, MEATH","","Meath","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","GORTNAMAYA, BALLYCONNIGAR UPPER, BLACKWATER","","Wexford","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","HADWELL HEIGHTS, YANKEE RD, LOWER AGHADA","","Cork","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","KILBURRY WEST, CLONEEN, CLONMEL","","Tipperary","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","KILTYKERE GRANGE, SLIGO","","Sligo","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","KNOCKNAVADDY, FURBO, CO. GALWAY","","Galway","€298,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","LISLARKIN, LISCANNOR, ENNIS","","Clare","€142,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","MAIN STREET, ELPHIN, CO ROSCOMMON","","Roscommon","€15,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","MILLMOUNT, BOULALING, RIVERSTICK","","Cork","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","Newtown Road, Wexford","","Wexford","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","POLLNABANNY, ATHENRY, GALWAY","","Galway","€98,600.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","PORTLECKA, RUAN, CLARE","","Clare","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","ROCKHAVEN, CARRIGKILTER, BALLYCOTTEN","","Cork","€312,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","SEAFIELD LODGE, QUILTY, CLARE","","Clare","€71,200.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","SKRYNE RD, GARLOW CROSS, NAVAN","","Meath","€420,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","STAMULLEN ROAD, GORMANSTOWN, CO MEATH","","Meath","€187,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","THE GABLES, RATOATH RD, ASHBOURNE","","Meath","€900,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","TULLYARB, CARNDONAGH, DONEGAL","","Donegal","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/07/2015","UNIT 2 SEASCAPE, 366 CLONTARF ROAD, DUBLIN 3","Dublin 3","Dublin","€342,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"28/07/2015","1 CEOL NA MEARA & 18 units, KILL, CO WATERFORD","","Waterford","€616,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/07/2015","1 HOLYWELL VIEW, SWORDS, DUBLIN","","Dublin","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/07/2015","1 Kilfenora, Fenit","","Kerry","€176,211.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"28/07/2015","10 WATERSIDE MEWS, CASTLECONNELL, COUNTY LIMERICK","","Limerick","€131,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/07/2015","11 BODEN HEATH, RATHFARNHAM, DUBLIN 16","Dublin 16","Dublin","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/07/2015","11 THE GRANARY, ABBEYKNOCKMOY, TUAM","","Galway","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/07/2015","12 AN LANTAN, CUL ARD, CARRIGTWOHILL","","Cork","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/07/2015","12 CLONARD CLOSE, SANDYFORD, DUNDRUM DUBLIN 16","Dublin 16","Dublin","€481,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/07/2015","12 RIDGEWOOD GROVE, FOREST LITTLE RD, SWORDS","","Dublin","€202,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/07/2015","12 THE LAURELS, WOODTOWN LODGE, SLIGO","","Sligo","€100,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"28/07/2015","120 DORRINS STRAND, LARASS, STRANDHILL","","Sligo","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/07/2015","13 Beaufield Grove, Maynooth, Kildare","","Kildare","€251,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/07/2015","16 Pembroke Court, Pembroke, Carlow","","Carlow","€96,000.00","No","No","Second-Hand Dwelling house /Apartment",""
