Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"14/04/2015","65 Oak Manor, cavan","","Cavan","€62,222.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"14/04/2015","66 Oak Manor, cavan","","Cavan","€62,222.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"14/04/2015","68 GLENCLOY ROAD, LARKHILL, DUBLIN 9","Dublin 9","Dublin","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","69 CLONROSSE DR, ARD NA GREINE, DUBLIN 13","Dublin 13","Dublin","€313,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","71 CASTLE MEADOWS, BLACKROCK, CORK","","Cork","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","8 GEORGES RD, FINGLAS, DUBLIN 11","Dublin 11","Dublin","€216,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","8 Maple Close, Castlelake, Carrigtwohill","","Cork","€246,696.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"14/04/2015","8 Rathroe Meadows, Ramsgrange, New Ross","","Wexford","€147,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","8 THE CLOSE, MILLERS GLEN, SWORDS","","Dublin","€274,797.46","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"14/04/2015","82 PALMBURY, TOGHER, CORK","","Cork","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","8A THE BEECH, AVENUE, COUNTESS RD","","Kerry","€132,158.59","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","9 ASHDALE CRESCENT, ASHBOURNE","","Meath","€365,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","98 CAIRNWOODS, BALLYVINITER LOWER, MALLOW","","Cork","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","99 HUNTSTOWN WOOD, CLONSILLA, DUBLIN 15","Dublin 15","Dublin","€141,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","APARTMENT 18 BLOCK A, BARNA VILLAGE CENTRE, BARNA","","Galway","€96,916.29","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"14/04/2015","APARTMENT NO 8 BELMONT, KILKENNY ROAD, CARLOW","","Carlow","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","APT 14 DOUGLAS HOUSE, DOUGLAS, CORK","","Cork","€136,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","APT 32, SOUTHPOINT, MAIN ST","","Wicklow","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","APT 3, BLUEBERRY HOUSE, ROCHES ST","","Limerick","€55,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","APT 4 BLUEBERRY HOUSE, ROCHES ST, LIMERICK","","Limerick","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","APT 433, CUBES 8, BEACON SOUTH QUARTER DUBLIN 18","Dublin 18","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","APT 44, ABBEYLANDS, MULLINGAR","","Westmeath","€37,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","APT 46, ABBEYLANDS, MULLINGAR","","Westmeath","€37,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","APT 5, BLUEBERRY HOUSE, ROCHES STREET","","Limerick","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","ARDLAVAGH, CARRICK ON SHANNON, CO ROSCOMMON","","Roscommon","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","BALLYANDREW, DONERAILE, COUNTY CORK","","Cork","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","BALLYKILROE, BALLINAGORE, WESTMEATH","","Westmeath","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","BALLYNAHHOULOURT, DOON, TRALEE","","Kerry","€223,663.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","BALLYNAHOWN, LISDOONVARNA, CO CLARE","","Clare","€179,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","BEALAD, CLONAKILTY, CORK","","Cork","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","BEALKELLY, OGONNELLOE, SCARIFF","","Clare","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","BIGWOOD, COUNTY KILKENNY","","Kilkenny","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","BOBSGROVE LODGE, FARRENCONNELL, MOUNTNUGENT","","Cavan","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","BRIDGETOWN, KERRYKEEL, DONEGAL","","Donegal","€41,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","CAHERCALLA ROAD, ENNIS, CO CLARE","","Clare","€135,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","CARNAHALLA, CAPPAWHITE, CO TIPPERARY","","Tipperary","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","CEDAR LODGE KNOCKANAVADDY, FURBO, SPIDDAL","","Galway","€485,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","Cleary's Road, Gortroe, Youghal","","Cork","€150,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"14/04/2015","CLONMINES, WELLINGTON BRIDGE, WEXFORD","","Wexford","€146,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","CLOONTAKILLA, BANGOR ERRIS, BALLINA","","Mayo","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","CUSTODIUM, GOREY, CO WEXFORD","","Wexford","€29,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","DEERPARK, BALLINASLOE, GALWAY","","Galway","€45,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","DERRADDA LOWER, BALLINAMORE, LEITRIM","","Leitrim","€135,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","DONERAILE, KILDYSART ROAD, ENNIS","","Clare","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","FUSCHIA, GURRANES SOUTH, DRIMOLEAGUE","","Cork","€75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","GORT ROAD, LOUGHREA, CO GALWAY","","Galway","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","Gurranewaterig, Innishannon","","Cork","€453,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","HEIDELBERG, NEWCASTLE RD, RATHCOOLE","Dublin 24","Dublin","€391,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","Imladris, Gurteenroe, Churchtown  Mallow","","Cork","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","INIS EALGA, LIMERICK RD, ENNIS","","Clare","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","Kickham Street, Carrick-on-Suir","","Tipperary","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","KILDALTON, PILTOWN, KILKENNY","","Kilkenny","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","KILLAHA EAST, KENMARE, KERRY","","Kerry","€228,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","KNOCKAGH, CAHIR, TIPPERARY","","Tipperary","€266,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","LILAIRE, LISHEEN, GNEEVEGUILLA","","Kerry","€58,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","LISQUINLAN, LADYSBRIDGE, CORK","","Cork","€25,500.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","LISQUINLAN, LADYSBRIDGE, CORK","","Cork","€25,500.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","MALLOWGATON, BANDON, CORK","","Cork","€169,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","NO 3 HALL DEMESNE, MOUNTCHARLES, CO DONEGAL","","Donegal","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","RATHANNY, BALLYMACELLIGOTT, TRALEE","","Kerry","€96,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","RIVER VIEW, CARNAGARVE, BAILIEBOROUGH","","Cavan","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","RIVERVALLEY, CROSSCARN, CO CAVAN","","Cavan","€135,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","ROOKWOOD VIEW, MAIN ST, GEASHILL","","Offaly","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","SHEIL AVENUE, BUNDORAN, CO DONEGAL","","Donegal","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","site c, beechley hall, clohamon","","Wexford","€193,832.60","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"14/04/2015","Sixmilebridge Road, Kilkishen","","Clare","€115,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"14/04/2015","ST. ROCH, TAYLORS LANE, RATHFARNHAM","","Dublin","€435,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","TEMPLEORUM, PILTOWN, KILKENNY","","Kilkenny","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","WHITEFIELD, FORT MARY PARK C RD, LIMERICK","","Limerick","€248,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","WOODLANDS COTTAGE, MOYGARA, GURTEEN","","Sligo","€20,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","1 Hazelwood Green, Celbridge, Co Kildare","","Kildare","€232,000.00","No","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","10 RUSSELL GREEN RUSSELL SQ, TALLAGHT, DUBLIN","Dublin 24","Dublin","€138,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","100 THE SYNGE, GRESHAM HOUSE, CATHAL BRUGHA STREET","Dublin 1","Dublin","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","105 PARCHMENT SQ, MODEL FARM RD, CORK","","Cork","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","10A Hazelwood Apts, Northwood, Santry","Dublin 9","Dublin","€103,524.23","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","11 ST TERESA'S TERRACE, KILKENNY","","Kilkenny","€111,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","114 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","116 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","11A Hazelwood Apts, Northwood, Santry","Dublin 9","Dublin","€103,524.23","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","12 Hazelwood Apts, Northwood, Santry","Dublin 9","Dublin","€103,524.23","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","12 HYDE ROAD, PROSPECT, LIMERICK","","Limerick","€10,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","12 MELROSE COURT, GEORGES ST, WEXFORD","","Wexford","€57,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","12 MORGAN ST, WATERFORD, WATERFORD","","Waterford","€52,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","12 THE ELM, ROCKFIELD, DUNDRUM DUBLIN 16","Dublin 16","Dublin","€360,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","126 FOXHILLS, LETTERKENNY, DONEGAL","","Donegal","€87,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","126 McDERMOTT ROAD, CORK ROAD, WATERFORD","","Waterford","€73,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","127 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","13 CHERRY ORCHARD, BROOMFIELD VILLAGE, MIDLETON","","Cork","€81,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","130 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","13A Hazelwood Apts, Northwood, Santry","Dublin 9","Dublin","€103,524.23","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","14 ARMSTRONG RANGE, ENNISCORTHY, WEXFORD","","Wexford","€34,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","14 GLEANN COILL, CARRAWARD EAST, DROMCOLLOGHER","","Limerick","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","142 Beechwood Court, Stillorgan Road","","Dublin","€185,462.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","143 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","144 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","145 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","145 Kylemore, Schoolhouse Road, Monaleen Castletroy","","Limerick","€210,572.69","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"15/04/2015","14A Hazelwood Apts, Northwood, Santry","Dublin 9","Dublin","€103,524.23","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","15 Aylesbury Place, Ferrybank, Waterford","","Kilkenny","€83,700.44","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","15 THE DRIVE, PHEASANT RUN, CLONEE DUBLIN 15","Dublin 15","Dublin","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","150 BALLYGALL PARADE, FINGLAS EAST, DUBLIN 11","Dublin 11","Dublin","€171,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","15A Hazelwood Apts, Northwood, Santry","Dublin 9","Dublin","€103,524.23","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","161 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","161 THE TRAMYARD, SPA RD, INCHICORE DUBLIN 8","Dublin 8","Dublin","€183,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","162 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","16A Hazelwood Apts, Northwood, Santry","Dublin 9","Dublin","€103,524.23","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","17 Oran Glen, Oranmore","","Galway","€229,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","17 ROSEHILL CRESENT, KELLS RD, KILKENNY","","Kilkenny","€297,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","177 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","179 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","17A Hazelwood Apts, Northwood, Santry","Dublin 9","Dublin","€103,524.23","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","18  The Cedars, Avourwen, Drogheda","","Meath","€151,102.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","18 SION HILL COURT, DRUMCONDRA, DUBLIN 9","Dublin 15","Dublin","€75,126.97","Yes","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","18A Hazelwood Apts, Northwood, Santry","Dublin 9","Dublin","€103,524.23","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","19 BEALING AVE, TYRELLSTOWN, DUBLIN 15","Dublin 15","Dublin","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","19 COMERASHS, STRADBALLY, WATERFORD","","Waterford","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","19 THE HEATH, LIFFEY HALL, NEWBRIDGE","","Kildare","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","19A Hazelwood Apts, Northwood, Santry","Dublin 9","Dublin","€103,524.23","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","1A Hazelwood Apts, Northwood, Santry","Dublin 9","Dublin","€103,524.23","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","2 COILL DUBH, NAAS, KILDARE","","Kildare","€95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","2 ELDERHEATH GLADE, KILTIPPER ROAD, DUBLIN 24","","Dublin","€273,572.68","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","2 HOLLYBANK LAWN, CLONGOWEN, WATERFORD RD","","Kilkenny","€272,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","2 Oak Park, Ennis, Co. Clare","","Clare","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","2 POPPINTREE TERRACE, POPPINTREE, DUBLIN 11","Dublin 11","Dublin","€107,674.13","Yes","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","205 Beech Park, Leixlip","","Kildare","€268,722.46","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","20A Hazelwood Apts, Northwood, Santry","Dublin 9","Dublin","€103,524.23","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","217 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","218 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","220 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","221 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","222 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","224 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","225 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","226 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","227 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","228 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","229 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","23 ALLENDALE VIEW, PHIBBLESTOWN, CLONSILLA","Dublin 15","Dublin","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","23 WINGFIELD, STEPASIDE, DUBLIN 18","Dublin 18","Dublin","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","230 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","231 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","232 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","233 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","237 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","238 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","239 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","24 FAIRFIELD CLOSE, DINGLE, CO KERRY","","Kerry","€74,890.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","24 MELEDON GROVE, FARMLEIGH, DUNMORE RD","","Waterford","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","240 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","241 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","242 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","243 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","244 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","245 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","246 Beechwood Court, Beechwood Court","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","248 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","249 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","25 Castle Manor, Racecourse Road, Roscommon","","Roscommon","€70,484.58","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","25 THE ALDERS, MONKSTOWN VALLEY, MONKSTOWN","","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","250 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","251 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","253 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","256 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","257 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","258 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","259 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","26 CASTLE AVE, THURLES, TIPPERARY","","Tipperary","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","260 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","261 Beechwood Court, Stillogan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","262 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","263 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","264 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","265 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","266 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","267 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","268 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","269 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","27 An Choill Rua, Kellymount, Paulstown","","Kilkenny","€149,779.73","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
